,original,perturbated_noise3_0,upsampled_perturbated_noise3_0,downsampled_perturbated_noise3_0,perturbated_noise10_0,upsampled_perturbated_noise10_0,downsampled_perturbated_noise10_0,perturbated_noise100_0,upsampled_perturbated_noise100_0,downsampled_perturbated_noise100_0,upsampled_0,downsampled_0,perturbated_noise3_1,upsampled_perturbated_noise3_1,downsampled_perturbated_noise3_1,perturbated_noise10_1,upsampled_perturbated_noise10_1,downsampled_perturbated_noise10_1,perturbated_noise100_1,upsampled_perturbated_noise100_1,downsampled_perturbated_noise100_1,upsampled_1,downsampled_1
64642,0,0,3,,0,3,,0,3,,2,,1,1,,1,1,,1,1,,0,
64643,7,7,1,,7,1,,7,1,,1,,7,3,,7,3,,7,3,,8,
64644,4,3,1,,3,1,,3,1,,1,,4,2,,4,2,,4,2,,1,
64645,4,4,1,,4,1,,4,1,,1,,4,5,,4,5,,4,5,,3,
64646,0,1,1,,1,1,,1,1,,6,,0,0,,0,0,,0,0,,6,
64647,8,8,,,8,,,8,,,,,8,,,8,,,8,,,,
64648,3,3,3,,3,3,,3,3,,2,,3,3,,3,3,,3,3,,2,
64649,8,8,,,8,,,8,,,,,8,2,,8,2,,8,2,,11,
64650,3,3,,,3,,,3,,,,,3,6,,3,6,,3,6,,9,
64651,8,8,,,8,,,8,,,,,8,,,8,,,8,,,,
64652,1,1,3,,1,3,,1,3,,2,,0,0,,0,0,,0,0,,6,
64653,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
64654,3,3,5,,3,5,,3,5,,4,,3,0,,3,0,,3,0,,19,
64655,8,8,0,,8,0,,8,0,,0,,8,4,,8,4,,8,4,,4,
64656,10,10,3,,10,3,,10,3,,2,,10,,,10,,,10,,,,
64657,2,2,1,,2,1,,2,1,,1,,2,2,,2,2,,2,2,,1,
64658,2,2,1,,2,1,,2,1,,6,,2,0,,2,0,,2,0,,5,
64659,1,1,3,,1,3,,1,3,,2,,0,,,0,,,0,,,,
64660,3,3,,,3,,,3,,,,,3,6,,3,6,,3,6,,9,
64661,1,1,0,,1,0,,1,0,,7,,0,,,0,,,0,,,,
64662,3,3,5,,3,5,,3,5,,4,,3,4,,3,4,,3,4,,4,
64663,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
64664,2,2,6,,2,6,,2,6,,5,,2,,,2,,,2,,,,
64665,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
64666,5,5,,,5,,,5,,,,,5,4,,5,4,,5,4,,4,
64667,4,4,0,,4,0,,4,0,,7,,4,,,4,,,4,,,,
64668,10,10,1,,10,1,,10,1,,1,,10,4,,10,4,,10,4,,4,
64669,3,3,,,3,,,3,,,,,3,0,,3,0,,3,0,,15,
64670,2,2,1,,2,1,,2,1,,6,,2,,,2,,,2,,,,
64671,3,3,3,,3,3,,3,3,,2,,3,,,3,,,3,,,,
64672,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
64673,3,3,5,,3,5,,3,5,,4,,3,3,,3,3,,3,3,,2,
64674,0,0,,,0,,,0,,,,,1,4,,1,4,,1,4,,2,
64675,0,0,5,,0,5,,0,5,,4,,1,,,1,,,1,,,,
64676,3,3,4,,3,4,,3,4,,5,,3,,,3,,,3,,,,
64677,2,2,0,,2,0,,2,0,,7,,2,,,2,,,2,,,,
64678,1,1,2,,1,2,,1,2,,3,,0,,,0,,,0,,,,
64679,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
64680,3,3,0,,3,0,,3,0,,0,,3,5,,3,5,,3,5,,3,
64681,3,3,2,,3,2,,3,2,,10,,3,4,,3,4,,3,4,,203,
64682,10,10,1,,10,1,,10,1,,6,,10,,,10,,,10,,,,
64683,2,2,5,,2,5,,2,5,,4,,2,5,,2,5,,2,5,,3,
64684,4,4,6,,4,6,,4,6,,8,,4,2,,4,2,,4,2,,1,
64685,3,3,,,3,,,3,,,,,3,1,,3,1,,3,1,,0,
64686,3,3,,,3,,,3,,,,,3,0,,3,0,,3,0,,5,
64687,10,10,1,,10,1,,10,1,,1,,10,3,,10,3,,10,3,,2,
64688,3,3,3,,3,3,,3,3,,2,,3,,,3,,,3,,,,
64689,2,2,5,,2,5,,2,5,,4,,2,,,2,,,2,,,,
64690,0,0,1,,0,1,,0,1,,6,,1,10,,1,10,,1,10,,17,
64691,3,3,4,,3,4,,3,4,,5,,3,1,,3,1,,3,1,,0,
64692,3,3,3,,3,3,,3,3,,2,,3,,,3,,,3,,,,
64693,3,3,5,,3,5,,3,5,,20,,3,,,3,,,3,,,,
64694,3,3,2,,3,2,,3,2,,3,,3,3,,3,3,,3,3,,2,
64695,1,1,0,,1,0,,1,0,,0,,0,0,,0,0,,0,0,,6,
64696,4,4,,,4,,,4,,,,,4,6,,4,6,,4,6,,9,
64697,1,1,0,,1,0,,1,0,,0,,0,8,,0,8,,0,8,,13,
64698,1,1,,,1,,,1,,,,,0,4,,0,4,,0,4,,4,
64699,0,0,,,0,,,0,,,,,1,4,,1,4,,1,4,,4,
64700,2,2,2,,2,2,,2,2,,3,,2,,,2,,,2,,,,
64701,2,2,5,,2,5,,2,5,,4,,2,,,2,,,2,,,,
64702,4,4,4,,4,4,,4,4,,5,,4,8,,4,8,,4,8,,13,
64703,0,0,4,,0,4,,0,4,,5,,1,4,,1,4,,1,4,,4,
64704,3,3,3,,3,3,,3,3,,2,,4,9,,4,9,,4,9,,7,
64705,3,3,3,,3,3,,3,3,,2,,3,8,,3,8,,3,8,,13,
64706,0,0,2,,0,2,,0,2,,3,,1,1,,1,1,,1,1,,0,
64707,4,4,4,,4,4,,4,4,,5,,4,,,4,,,4,,,,
64708,1,1,1,,1,1,,1,1,,1,,0,0,,0,0,,0,0,,6,
64709,1,4,13,,4,13,,4,13,,24,,4,5,,4,5,,4,5,,3,
64710,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64711,10,10,0,,10,0,,10,0,,0,,10,,,10,,,10,,,,
64712,3,3,,,3,,,3,,,,,3,1,,3,1,,3,1,,0,
64713,3,3,4,,3,4,,3,4,,5,,3,5,,3,5,,3,5,,3,
64714,0,0,7,,0,7,,0,7,,9,,1,,,1,,,1,,,,
64715,0,0,2,,0,2,,0,2,,30,,1,,,1,,,1,,,,
64716,0,0,3,,0,3,,0,3,,2,,1,2,,1,2,,1,2,,1,
64717,3,3,0,,3,0,,3,0,,15,,3,1,,3,1,,3,1,,0,
64718,0,0,0,,0,0,,0,0,,0,,1,,,1,,,1,,,,
64719,4,5,,,5,,,5,,,,,3,,,3,,,3,,,,
64720,0,0,1,,0,1,,0,1,,98,,1,3,,1,3,,1,3,,44,
64721,0,0,1,,0,1,,0,1,,1,,1,,,1,,,1,,,,
64722,4,4,1,,4,1,,4,1,,6,,4,,,4,,,4,,,,
64723,1,1,5,,1,5,,1,5,,4,,0,2,,0,2,,0,2,,1,
64724,3,3,3,,3,3,,3,3,,2,,3,,,3,,,3,,,,
64725,3,3,4,,3,4,,3,4,,5,,3,,,3,,,3,,,,
64726,1,1,0,,1,0,,1,0,,0,,0,,,0,,,0,,,,
64727,4,4,4,,4,4,,4,4,,5,,4,7,,4,7,,4,7,,12,
64728,3,3,2,,3,2,,3,2,,3,,3,0,,3,0,,3,0,,6,
64729,3,3,0,,3,0,,3,0,,7,,3,2,,3,2,,3,2,,79,
64730,0,0,1,,0,1,,0,1,,1,,1,,,1,,,1,,,,
64731,4,4,2,,4,2,,4,2,,10,,4,5,,4,5,,4,5,,3,
64732,0,0,1,,0,1,,0,1,,6,,1,4,,1,4,,1,4,,4,
64733,1,1,0,,1,0,,1,0,,15,,0,,,0,,,0,,,,
64734,0,0,5,,0,5,,0,5,,4,,1,2,,1,2,,1,2,,1,
64735,1,1,6,,1,6,,1,6,,8,,0,2,,0,2,,0,2,,11,
64736,3,3,4,,3,4,,3,4,,13,,3,11,,3,11,,3,11,,16,
64737,1,1,0,,1,0,,1,0,,7,,0,0,,0,0,,0,0,,15,
64738,2,2,,,2,,,2,,,,,2,4,,2,4,,2,4,,4,
64739,4,4,1,,4,1,,4,1,,1,,4,0,,4,0,,4,0,,6,
64740,0,0,2,,0,2,,0,2,,10,,1,,,1,,,1,,,,
64741,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64742,2,2,1,,2,1,,2,1,,1,,2,,,2,,,2,,,,
64743,3,3,5,,3,5,,3,5,,4,,3,,,3,,,3,,,,
64744,2,2,0,,2,0,,2,0,,7,,2,1,,2,1,,2,1,,7,
64745,3,3,1,,3,1,,3,1,,6,,3,3,,3,3,,3,3,,2,
64746,4,4,,,4,,,4,,,,,4,3,,4,3,,4,3,,2,
64747,3,3,4,,3,4,,3,4,,5,,3,6,,3,6,,3,6,,9,
64748,1,1,0,,1,0,,1,0,,0,,0,1,,0,1,,0,1,,0,
64749,5,5,4,,5,4,,5,4,,5,,5,0,,5,0,,5,0,,5,
64750,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
64751,0,0,4,,0,4,,0,4,,5,,1,5,,1,5,,1,5,,3,
64752,3,3,3,,3,3,,3,3,,2,,3,0,,3,0,,3,0,,15,
64753,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
64754,7,7,8,,7,8,,7,8,,11,,7,2,,7,2,,7,2,,1,
64755,0,0,5,,0,5,,0,5,,4,,1,0,,1,0,,1,0,,15,
64756,3,3,,,3,,,3,,,,,3,7,,3,7,,3,7,,12,
64757,2,2,4,,2,4,,2,4,,5,,2,2,,2,2,,2,2,,1,
64758,3,3,,,3,,,3,,,,,3,2,,3,2,,3,2,,1,
64759,3,3,4,,3,4,,3,4,,5,,3,7,,3,7,,3,7,,12,
64760,3,3,,,3,,,3,,,,,3,1,,3,1,,3,1,,0,
64761,2,2,,,2,,,2,,,,,2,4,,2,4,,2,4,,4,
64762,8,10,,,10,,,10,,,,,10,1,,10,1,,10,1,,0,
64763,1,1,7,,1,7,,1,7,,9,,0,0,,0,0,,0,0,,5,
64764,3,3,0,,3,0,,3,0,,0,,3,,,3,,,3,,,,
64765,4,3,6,,3,6,,3,6,,8,,4,,,4,,,4,,,,
64766,0,0,3,,0,3,,0,3,,2,,1,0,,1,0,,1,0,,10,
64767,0,0,3,,0,3,,0,3,,2,,1,0,,1,0,,1,0,,5,
64768,1,1,2,,1,2,,1,2,,3,,0,,,0,,,0,,,,
64769,9,9,,,9,,,9,,,,,9,,,9,,,9,,,,
64770,3,3,,,3,,,3,,,,,3,7,,3,7,,3,7,,12,
64771,1,1,,,1,,,1,,,,,0,5,,0,5,,0,5,,3,
64772,0,0,,,0,,,0,,,,,1,7,,1,7,,1,7,,12,
64773,3,3,2,,3,2,,3,2,,10,,3,1,,3,1,,3,1,,0,
64774,2,2,,,2,,,2,,,,,2,2,,2,2,,2,2,,1,
64775,4,4,2,,4,2,,4,2,,3,,4,4,,4,4,,4,4,,4,
64776,5,5,,,5,,,5,,,,,5,1,,5,1,,5,1,,0,
64777,1,1,0,,1,0,,1,0,,0,,0,4,,0,4,,0,4,,188,
64778,3,4,,,4,,,4,,,,,4,3,,4,3,,4,3,,2,
64779,0,0,4,,0,4,,0,4,,5,,1,0,,1,0,,1,0,,78,
64780,2,2,3,,2,3,,2,3,,2,,2,3,,2,3,,2,3,,2,
64781,3,3,,,3,,,3,,,,,3,7,,3,7,,3,7,,12,
64782,3,3,6,,3,6,,3,6,,8,,3,,,3,,,3,,,,
64783,3,3,0,,3,0,,3,0,,0,,3,1,,3,1,,3,1,,0,
64784,1,1,0,,1,0,,1,0,,7,,9,7,,9,7,,9,7,,12,
64785,3,3,2,,3,2,,3,2,,3,,3,,,3,,,3,,,,
64786,3,3,5,,3,5,,3,5,,4,,3,3,,3,3,,3,3,,2,
64787,3,3,2,,3,2,,3,2,,3,,3,,,3,,,3,,,,
64788,4,4,,,4,,,4,,,,,4,,,4,,,4,,,,
64789,2,2,5,,2,5,,2,5,,4,,2,4,,2,4,,2,4,,18,
64790,3,3,4,,3,4,,3,4,,5,,3,3,,3,3,,3,3,,2,
64791,1,1,0,,1,0,,1,0,,7,,0,3,,0,3,,0,3,,2,
64792,2,2,5,,2,5,,2,5,,41,,2,2,,2,2,,2,2,,1,
64793,4,4,,,4,,,4,,,,,4,5,,4,5,,4,5,,3,
64794,7,9,,,9,,,9,,,,,9,1,,9,1,,9,1,,0,
64795,4,4,1,,4,1,,4,1,,6,,4,,,4,,,4,,,,
64796,4,4,,,4,,,4,,,,,4,0,,4,0,,4,0,,71,
64797,0,0,5,,0,5,,0,5,,4,,0,,,0,,,0,,,,
64798,5,5,2,,5,2,,5,2,,10,,5,,,5,,,5,,,,
64799,1,1,2,,1,2,,1,2,,10,,0,,,0,,,0,,,,
64800,5,5,5,,5,5,,5,5,,38,,5,0,,5,0,,5,0,,6,
64801,1,1,3,,1,3,,1,3,,2,,0,0,,0,0,,0,0,,5,
64802,3,3,,,3,,,3,,,,,3,8,,3,8,,3,8,,13,
64803,6,6,,,6,,,6,,,,,6,,,6,,,6,,,,
64804,4,4,5,,4,5,,4,5,,4,,4,0,,4,0,,4,0,,0,
64805,3,9,5,,9,5,,9,5,,4,,3,1,,3,1,,3,1,,0,
64806,3,3,2,,3,2,,3,2,,3,,3,2,,3,2,,3,2,,1,
64807,4,4,3,,4,3,,4,3,,2,,4,3,,4,3,,4,3,,2,
64808,7,7,,,7,,,7,,,,,7,3,,7,3,,7,3,,2,
64809,4,4,2,,4,2,,4,2,,3,,4,6,,4,6,,4,6,,4,
64810,2,2,4,,2,4,,2,4,,5,,2,4,,2,4,,2,4,,4,
64811,3,3,10,,3,10,,3,10,,16,,3,0,,3,0,,3,0,,5,
64812,2,2,6,,2,6,,2,6,,8,,2,,,2,,,2,,,,
64813,1,1,5,,1,5,,1,5,,4,,0,7,,0,7,,0,7,,12,
64814,2,2,5,,2,5,,2,5,,4,,2,4,,2,4,,2,4,,18,
64815,1,1,0,,1,0,,1,0,,7,,0,,,0,,,0,,,,
64816,4,3,1,,3,1,,3,1,,1,,4,7,,4,7,,4,7,,12,
64817,3,3,6,,3,6,,3,6,,8,,3,5,,3,5,,3,5,,3,
64818,3,3,1,,3,1,,3,1,,1,,3,3,,3,3,,3,3,,2,
64819,1,1,6,,1,6,,1,6,,8,,0,,,0,,,0,,,,
64820,3,3,,,3,,,3,,,,,3,5,,3,5,,3,5,,3,
64821,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64822,6,6,0,,6,0,,6,0,,0,,6,1,,6,1,,6,1,,7,
64823,3,3,3,,3,3,,3,3,,2,,3,4,,3,4,,3,4,,4,
64824,3,3,8,,3,8,,3,8,,11,,3,0,,3,0,,3,0,,5,
64825,1,1,4,,1,4,,1,4,,104,,0,,,0,,,0,,,,
64826,3,3,1,,3,1,,3,1,,6,,3,,,3,,,3,,,,
64827,3,3,5,,3,5,,3,5,,4,,3,,,3,,,3,,,,
64828,3,3,10,,3,10,,3,10,,16,,3,2,,3,2,,3,2,,1,
64829,0,0,1,,0,1,,0,1,,6,,1,3,,1,3,,1,3,,8,
64830,0,1,2,,1,2,,1,2,,3,,1,,,1,,,1,,,,
64831,0,0,4,,0,4,,0,4,,5,,1,5,,1,5,,1,5,,3,
64832,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64833,2,2,,,2,,,2,,,,,2,4,,2,4,,2,4,,4,
64834,2,2,4,,2,4,,2,4,,5,,2,,,2,,,2,,,,
64835,0,0,4,,0,4,,0,4,,5,,1,4,,1,4,,1,4,,8,
64836,4,4,4,,4,4,,4,4,,2,,4,,,4,,,4,,,,
64837,3,3,,,3,,,3,,,,,3,6,,3,6,,3,6,,9,
64838,4,4,2,,4,2,,4,2,,3,,4,8,,4,8,,4,8,,13,
64839,3,3,,,3,,,3,,,,,3,0,,3,0,,3,0,,10,
64840,2,2,1,,2,1,,2,1,,1,,2,0,,2,0,,2,0,,5,
64841,3,3,1,,3,1,,3,1,,6,,3,7,,3,7,,3,7,,96,
64842,7,7,7,,7,7,,7,7,,9,,7,3,,7,3,,7,3,,8,
64843,3,3,,,3,,,3,,,,,3,3,,3,3,,3,3,,8,
64844,2,2,0,,2,0,,2,0,,7,,2,,,2,,,2,,,,
64845,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64846,4,4,3,,4,3,,4,3,,17,,3,1,,3,1,,3,1,,0,
64847,2,2,8,,2,8,,2,8,,11,,2,,,2,,,2,,,,
64848,2,2,3,,2,3,,2,3,,2,,2,3,,2,3,,2,3,,2,
64849,2,2,,,2,,,2,,,,,2,4,,2,4,,2,4,,4,
64850,3,3,6,,3,6,,3,6,,18,,3,4,,3,4,,3,4,,4,
64851,0,0,3,,0,3,,0,3,,2,,1,,,1,,,1,,,,
64852,3,3,0,,3,0,,3,0,,0,,3,,,3,,,3,,,,
64853,3,3,5,,3,5,,3,5,,4,,3,7,,3,7,,3,7,,12,
64854,1,1,3,,1,3,,1,3,,12,,0,9,,0,9,,0,9,,14,
64855,0,0,0,,0,0,,0,0,,0,,1,3,,1,3,,1,3,,8,
64856,3,3,0,,3,0,,3,0,,21,,3,0,,3,0,,3,0,,10,
64857,4,4,,,4,,,4,,,,,4,5,,4,5,,4,5,,3,
64858,3,3,1,,3,1,,3,1,,6,,3,,,3,,,3,,,,
64859,0,0,,,0,,,0,,,,,1,5,,1,5,,1,5,,3,
64860,3,3,,,3,,,3,,,,,3,2,,3,2,,3,2,,11,
64861,2,2,8,,2,8,,2,8,,11,,2,2,,2,2,,2,2,,1,
64862,5,5,,,5,,,5,,,,,5,,,5,,,5,,,,
64863,0,0,1,,0,1,,0,1,,1,,1,1,,1,1,,1,1,,0,
64864,3,3,,,3,,,3,,,,,3,1,,3,1,,3,1,,0,
64865,3,3,1,,3,1,,3,1,,0,,3,,,3,,,3,,,,
64866,2,2,2,,2,2,,2,2,,10,,2,0,,2,0,,2,0,,10,
64867,5,5,8,,5,8,,5,8,,11,,5,,,5,,,5,,,,
64868,3,3,1,,3,1,,3,1,,1,,3,,,3,,,3,,,,
64869,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64870,0,0,1,,0,1,,0,1,,6,,1,5,,1,5,,1,5,,3,
64871,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64872,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64873,3,3,1,,3,1,,3,1,,1,,3,2,,3,2,,3,2,,1,
64874,0,0,2,,0,2,,0,2,,3,,1,0,,1,0,,1,0,,15,
64875,3,3,,,3,,,3,,,,,3,1,,3,1,,3,1,,0,
64876,0,0,7,,0,7,,0,7,,9,,1,,,1,,,1,,,,
64877,4,4,,,4,,,4,,,,,4,4,,4,4,,4,4,,4,
64878,3,3,5,,3,5,,3,5,,4,,3,1,,3,1,,3,1,,0,
64879,1,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64880,0,0,1,,0,1,,0,1,,6,,1,0,,1,0,,1,0,,5,
64881,2,2,,,2,,,2,,,,,2,1,,2,1,,2,1,,0,
64882,2,2,6,,2,6,,2,6,,8,,2,3,,2,3,,2,3,,8,
64883,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64884,4,4,5,,4,5,,4,5,,4,,4,4,,4,4,,4,4,,4,
64885,0,0,3,,0,3,,0,3,,2,,1,0,,1,0,,1,0,,6,
64886,0,0,0,,0,0,,0,0,,0,,1,1,,1,1,,1,1,,0,
64887,4,5,3,,5,3,,5,3,,2,,5,0,,5,0,,5,0,,5,
64888,0,0,,,0,,,0,,,,,1,3,,1,3,,1,3,,2,
64889,0,0,1,,0,1,,0,1,,6,,1,1,,1,1,,1,1,,0,
64890,0,0,6,,0,6,,0,6,,8,,1,,,1,,,1,,,,
64891,3,3,2,,3,2,,3,2,,10,,3,,,3,,,3,,,,
64892,0,0,0,,0,0,,0,0,,15,,1,0,,1,0,,1,0,,6,
64893,3,3,5,,3,5,,3,5,,4,,3,1,,3,1,,3,1,,0,
64894,0,0,0,,0,0,,0,0,,0,,1,,,1,,,1,,,,
64895,5,5,0,,5,0,,5,0,,0,,5,6,,5,6,,5,6,,9,
64896,2,2,0,,2,0,,2,0,,0,,2,0,,2,0,,2,0,,5,
64897,2,2,0,,2,0,,2,0,,0,,2,,,2,,,2,,,,
64898,5,5,4,,5,4,,5,4,,5,,5,6,,5,6,,5,6,,9,
64899,2,2,3,,2,3,,2,3,,2,,2,1,,2,1,,2,1,,0,
64900,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64901,1,1,1,,1,1,,1,1,,1,,0,5,,0,5,,0,5,,3,
64902,6,6,4,,6,4,,6,4,,5,,6,1,,6,1,,6,1,,0,
64903,4,4,,,4,,,4,,,,,4,2,,4,2,,4,2,,14,
64904,5,5,2,,5,2,,5,2,,10,,5,1,,5,1,,5,1,,7,
64905,10,10,2,,10,2,,10,2,,10,,10,6,,10,6,,10,6,,5,
64906,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
64907,0,0,1,,0,1,,0,1,,0,,1,3,,1,3,,1,3,,2,
64908,0,0,7,,0,7,,0,7,,9,,1,10,,1,10,,1,10,,17,
64909,3,3,7,,3,7,,3,7,,9,,3,,,3,,,3,,,,
64910,0,0,7,,0,7,,0,7,,9,,1,5,,1,5,,1,5,,3,
64911,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64912,5,5,3,,5,3,,5,3,,12,,5,0,,5,0,,5,0,,5,
64913,3,3,,,3,,,3,,,,,3,11,,3,11,,3,11,,5,
64914,3,3,3,,3,3,,3,3,,2,,3,,,3,,,3,,,,
64915,0,1,,,1,,,1,,,,,1,3,,1,3,,1,3,,8,
64916,1,1,1,,1,1,,1,1,,1,,0,,,0,,,0,,,,
64917,0,0,2,,0,2,,0,2,,3,,1,,,1,,,1,,,,
64918,2,2,0,,2,0,,2,0,,0,,2,2,,2,2,,2,2,,11,
64919,0,0,1,,0,1,,0,1,,1,,1,0,,1,0,,1,0,,6,
64920,1,1,0,,1,0,,1,0,,0,,9,,,9,,,9,,,,
64921,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64922,3,3,3,,3,3,,3,3,,18,,3,0,,3,0,,3,0,,10,
64923,2,2,7,,2,7,,2,7,,9,,2,,,2,,,2,,,,
64924,3,3,8,,3,8,,3,8,,11,,3,,,3,,,3,,,,
64925,3,3,3,,3,3,,3,3,,2,,3,3,,3,3,,3,3,,8,
64926,0,0,,,0,,,0,,,,,1,0,,1,0,,1,0,,10,
64927,3,3,5,,3,5,,3,5,,4,,3,4,,3,4,,3,4,,4,
64928,3,3,6,,3,6,,3,6,,8,,3,7,,3,7,,3,7,,12,
64929,3,4,7,,4,7,,4,7,,9,,4,5,,4,5,,4,5,,3,
64930,3,3,0,,3,0,,3,0,,0,,3,2,,3,2,,3,2,,1,
64931,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64932,2,2,,,2,,,2,,,,,2,5,,2,5,,2,5,,3,
64933,4,3,2,,3,2,,3,2,,10,,4,4,,4,4,,4,4,,4,
64934,0,0,,,0,,,0,,,,,1,0,,1,0,,1,0,,10,
64935,1,1,1,,1,1,,1,1,,1,,0,1,,0,1,,0,1,,0,
64936,1,1,0,,1,0,,1,0,,0,,1,6,,1,6,,1,6,,5,
64937,1,1,,,1,,,1,,,,,0,8,,0,8,,0,8,,13,
64938,4,4,,,4,,,4,,,,,4,4,,4,4,,4,4,,4,
64939,2,2,1,,2,1,,2,1,,1,,2,,,2,,,2,,,,
64940,3,3,2,,3,2,,3,2,,10,,3,3,,3,3,,3,3,,2,
64941,1,1,5,,1,5,,1,5,,4,,0,,,0,,,0,,,,
64942,5,5,,,5,,,5,,,,,5,0,,5,0,,5,0,,6,
64943,5,5,0,,5,0,,5,0,,0,,5,,,5,,,5,,,,
64944,2,2,,,2,,,2,,,,,2,,,2,,,2,,,,
64945,1,1,2,,1,2,,1,2,,10,,0,3,,0,3,,0,3,,2,
64946,5,5,0,,5,0,,5,0,,7,,5,4,,5,4,,5,4,,4,
64947,1,1,5,,1,5,,1,5,,4,,0,2,,0,2,,0,2,,11,
64948,0,0,3,,0,3,,0,3,,2,,1,3,,1,3,,1,3,,2,
64949,4,4,3,,4,3,,4,3,,12,,4,5,,4,5,,4,5,,3,
64950,0,0,0,,0,0,,0,0,,7,,1,4,,1,4,,1,4,,4,
64951,2,2,1,,2,1,,2,1,,6,,2,,,2,,,2,,,,
64952,2,2,3,,2,3,,2,3,,2,,2,0,,2,0,,2,0,,0,
64953,5,5,0,,5,0,,5,0,,0,,5,,,5,,,5,,,,
64954,2,2,0,,2,0,,2,0,,7,,2,,,2,,,2,,,,
64955,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64956,2,2,,,2,,,2,,,,,2,7,,2,7,,2,7,,12,
64957,3,3,8,,3,8,,3,8,,11,,3,4,,3,4,,3,4,,4,
64958,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64959,3,9,2,,9,2,,9,2,,3,,3,1,,3,1,,3,1,,0,
64960,0,0,2,,0,2,,0,2,,10,,1,4,,1,4,,1,4,,4,
64961,0,0,1,,0,1,,0,1,,1,,0,8,,0,8,,0,8,,13,
64962,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64963,3,3,5,,3,5,,3,5,,4,,3,0,,3,0,,3,0,,5,
64964,5,5,0,,5,0,,5,0,,7,,5,0,,5,0,,5,0,,6,
64965,4,4,0,,4,0,,4,0,,0,,4,5,,4,5,,4,5,,3,
64966,1,1,4,,1,4,,1,4,,5,,0,1,,0,1,,0,1,,0,
64967,0,0,1,,0,1,,0,1,,1,,1,1,,1,1,,1,1,,0,
64968,0,1,,,1,,,1,,,,,0,,,0,,,0,,,,
64969,3,3,,,3,,,3,,,,,3,,,3,,,3,,,,
64970,4,4,0,,4,0,,4,0,,0,,4,,,4,,,4,,,,
64971,5,5,3,,5,3,,5,3,,2,,5,,,5,,,5,,,,
64972,5,5,3,,5,3,,5,3,,2,,5,,,5,,,5,,,,
64973,0,0,0,,0,0,,0,0,,0,,1,2,,1,2,,1,2,,11,
64974,0,0,,,0,,,0,,,,,1,,,1,,,1,,,,
64975,1,1,6,,1,6,,1,6,,8,,0,4,,0,4,,0,4,,4,
64976,3,3,,,3,,,3,,,,,3,2,,3,2,,3,2,,11,
64977,1,1,1,,1,1,,1,1,,6,,0,3,,0,3,,0,3,,8,
64978,6,7,,,7,,,7,,,,,6,10,,6,10,,6,10,,17,
64979,3,3,2,,3,2,,3,2,,3,,3,,,3,,,3,,,,
64980,6,6,7,,6,7,,6,7,,9,,6,3,,6,3,,6,3,,2,
64981,3,3,1,,3,1,,3,1,,6,,3,1,,3,1,,3,1,,7,
64982,3,3,3,,3,3,,3,3,,12,,3,,,3,,,3,,,,
64983,2,2,6,,2,6,,2,6,,18,,2,,,2,,,2,,,,
64984,0,0,0,,0,0,,0,0,,7,,1,,,1,,,1,,,,
64985,3,3,0,,3,0,,3,0,,7,,3,0,,3,0,,3,0,,5,
64986,2,2,,,2,,,2,,,,,2,0,,2,0,,2,0,,5,
64987,1,1,5,,1,5,,1,5,,4,,0,,,0,,,0,,,,
64988,0,0,0,,0,0,,0,0,,0,,1,,,1,,,1,,,,
64989,7,7,7,,7,7,,7,7,,9,,7,1,,7,1,,7,1,,0,
64990,3,3,0,,3,0,,3,0,,6,,3,3,,3,3,,3,3,,2,
64991,3,3,4,,3,4,,3,4,,5,,3,2,,3,2,,3,2,,11,
64992,0,0,3,,0,3,,0,3,,2,,1,4,,1,4,,1,4,,4,
64993,3,3,1,,3,1,,3,1,,1,,3,4,,3,4,,3,4,,4,
64994,0,0,6,,0,6,,0,6,,5,,0,6,,0,6,,0,6,,9,
64995,1,1,,,1,,,1,,,,,0,1,,0,1,,0,1,,17,
64996,4,4,3,,4,3,,4,3,,5,,4,1,,4,1,,4,1,,7,
